"merchant_id","skewness","q2","amount_avg","stdev","transactions_count_slope","amount_sum_slope","amount_dist_slope","total_block_fraud","approved_vs_block_rate","block_rate","days_up","perc_normalized","risk"
XXXXX,0.000883,72000.0,72987,3354223.128664502,-0.0011874689822842402,163.0,-0.00079,55,0.8088199999999999,0.43307,381,0.55,Medio
XXXXX,0.007497000000000001,330000.0,427474,39004302.19538377,-0.0010193350075563758,406.0,-0.0000089594891657,12,0.26087,0.16438,649,0.71,Bajo
XXXXX,0.004709,539237.5,647118,68724149.54533207,0.010754719637571882,-18236.0,0.0,3,,1.0,525,0.0,Alto 
XXXXX,0.002932,2750675.0,2904591,157472331.04768917,0.001683853700981503,57.0,-0.0000001405395208,45,3.75,0.75,830,0.2,Bajo
XXXXX,0.018448,10000.0,695240,111436097.1602879,0.04266611768351989,38078.0,-0.0000054783875668,16,1.4545499999999998,0.59259,570,0.41,Alto 
XXXXXX,-0.007019,8260000.0,8016666,104008973.97180048,0.0,-1947733.0,0.000000252293578,2,1.0,0.33333,243,0.67,Alto 
XXXXXX,0.005952,1257521.0,1382621,63055357.15569874,-0.007189819421013777,-6258.0,0.0000000684727597,28,2.15385,0.62222,295,0.29,Bajo
XXXXX,-0.007413,1500000.0,1329875,68844495.80229872,-0.018095612518881546,-39012.0,0.0000004222222222,7,3.5,0.58333,861,0.25,Alto 
XXXXX,-0.0028799999999999997,1220000.0,1122600,101453466.34459236,-0.02191756399679335,-4000.0,-0.0000009701262704,8,8.0,0.5714300000000001,672,0.21000000000000002,Alto 
XXXXX,-0.009292,1980000.0,1623264,115177708.7033361,-0.0003521008713396,-4046.0,0.0000002646212848,21,0.61765,0.31818,774,0.65,Bajo
XXXXX,0.016184,1420000.0,3179042,326074988.59267676,0.030886592892417176,614981.0,0.0000001036766181,8,0.88889,0.38095,721,0.62,Alto 
XXXXX,0.008836,689000.0,939883,85183602.21400504,-0.003104548945058882,-2110.0,-0.0000013262307127,19,0.52778,0.31148000000000003,732,0.62,Bajo
XXXXX,0.006003,190000.0,272653,41302866.345044054,0.0028547869287454237,212.0,-0.0000108751938909,71,0.5725800000000001,0.33970999999999996,460,0.61,Medio
XXXXXX,0.00769,157000.0,182845,10082177.811590133,-0.010937553080348389,-718.0,-0.000016,71,4.4375,0.67619,193,0.2,Medio
XXXXX,0.0,2000000.0,2000000,,,,,0,0.0,0.0,775,1.0,Alto 
XXXXX,-0.005542999999999999,1435000.0,1274628,86798278.95297372,-0.006413317165879159,-5152.0,-0.000000031909236,9,3.0,0.6923100000000001,777,0.31,Bajo
XXXXX,-0.008417999999999998,136000.0,119519,5873289.085558422,0.00307019987165345,658.0,-0.000025,15,1.3636399999999997,0.5357100000000001,544,0.43,Medio
XXXXX,0.00068,200000.0,203322,14651820.516387867,-0.85295778213811,-174842.0,-0.000003,6,6.0,0.75,531,0.25,Alto 
XXXXX,0.013404000000000003,191398.0,366499,39190329.61694697,-0.004234501684063804,-2428.0,-0.0000028225514998,17,0.7727299999999999,0.41463,642,0.54,Bajo
XXXXX,0.009828,2000000.0,2572198,174666739.56056082,0.09420879511085338,450408.0,-0.0000001207832093,22,2.2,0.5365899999999999,373,0.29,Alto 
XXXXXX,0.0035609999999999995,2732000.0,2985650,213718257.86194184,-0.000875359083459,4525.0,-0.0000006434748886,209,1.9904800000000002,0.62202,280,0.33999999999999997,Bajo
XXXXXX,0.0017499999999999998,1000000.0,1036466,62495879.77223576,-0.005997055492638732,-7540.0,0.0000017908201655,20,2.5,0.6896600000000002,216,0.27999999999999997,Medio
XXXXXX,-0.007382000000000001,1500000.0,1296315,82772083.67715114,0.007426473912040255,74498.0,0.0000007209543568,12,12.0,0.70588,233,0.24,Alto 
XXXXXX,0.000728,5318000.0,5382027,263713349.00296134,-0.020434504174827336,265382.0,0.0000000030364881,25,3.5714300000000003,0.5814,194,0.26,Alto 
XXXXXX,0.008215,2795000.0,3424861,230024984.39340878,3.0706959196020436,8794743.0,0.0000001108109032,37,7.4,0.6166699999999999,168,0.22000000000000003,Alto 
XXXXXX,0.0075109999999999994,150000.0,267651,46990185.88310833,0.012378352494556336,5746.0,-0.0000265658441511,14,1.07692,0.51852,138,0.48,Bajo
XXXXXX,-0.022535999999999994,10000000.0,6435714,474468775.62977636,0.30741853729181756,8082770.0,0.0000002,5,5.0,0.8333299999999999,134,0.16999999999999998,Alto 
XXXXXX,0.012886,68200.0,98710,7103121.518204581,0.006000772777004706,-6451.0,-0.00004,7,3.5,0.46667,87,0.4,Alto 
XXXXX,0.012640000000000002,30000.0,312385,67022150.05378429,-0.002319097922718343,-46633.0,-0.0000164917127072,3,3.0,0.25,509,0.16999999999999998,Alto
XXXXXX,0.005915,169800.0,204921,17811720.15472344,-0.02739900119748185,-7004.0,-0.0002437650549834,117,0.28329,0.20708000000000001,140,0.76,Bajo
XXXXXX,0.007192000000000001,2500000.0,3265301,319248639.79794735,5.072222222222222,23134518,0.0,6,,1.0,136,0.0,Alto 
XXXXXX,0.005551,200000.0,231968,17278023.59066484,0.037316454616119356,1013.0,-0.0000694525547445,34,0.62963,0.34343,105,0.61,Bajo
XXXXX,-0.011082,2782000.0,2477303,82486538.96834579,0.008945014408894274,34128.0,0.000002688254292,41,5.85714,0.75926,560,0.16999999999999998,Alto 
XXXX,0.014335,2000.0,6645,972127.6963776498,-0.0021842998800418356,-42.0,,0,0.0,0.0,1050,0.29,Medio
XXXX,0.0215,344000.0,1868316,212692801.6966818,-0.001541854364247531,11704.0,-0.0000002790224033,21,1.75,0.5675699999999999,972,0.38,Bajo
XXXX,0.01242,1806591.0,3959488,520028212.01684093,0.0005997704299084,9593.0,-0.000000774902512,67,0.268,0.17312999999999998,1043,0.71,Bajo
XXXX,-0.017320999999999996,444000.0,377666,11489270.356873553,-0.498,-320214.0,0.000005,0,0.0,0.0,972,0.5,Bajo
XXXX,-0.01298,2000000.0,1501142,115296941.68495868,0.01053220062087891,39547.0,0.0000002372881356,2,2.0,0.4,1106,0.6,Alto 
XXXX,0.006209,1000000.0,1206484,99761836.72989607,0.000058625058869,956.0,-0.0000076266213712,139,0.22675,0.14509,1006,0.73,Bajo
XXXX,0.0,2300000.0,2300000,0.0,-0.5009629792860292,-1152215.0,,0,,0.0,1058,0.5,Alto 
XXXXX,0.00001,3000000.0,3000793,232687223.37543812,0.0001974112562321,14120.0,-0.0000001055244352,35,1.59091,0.55556,948,0.38,Bajo
XXXX,0.012787000000000001,30000.0,71537,9745081.48674104,0.008650992235644786,1301.0,-0.0008611428571429,396,5.076919999999999,0.8215799999999998,967,0.16999999999999998,Bajo
XXXX,0.010677,1000000.0,1784392,220387813.41994733,0.07578242763754686,121846.0,-0.0000001519875292,0,0.0,0.0,1101,0.41,Alto
XXXXX,0.006081000000000001,58000.0,75146,8458376.076486334,0.0004684444757259,60.0,-0.0001291149068323,60,0.6122400000000001,0.35087999999999997,946,0.6,Bajo
XXXX,0.0063170000000000006,19098.0,46836,13173591.854304228,-0.0020662769368945486,287.0,-0.0000508955223881,3,0.23076999999999998,0.09375,990,0.63,Bajo
XXXXX,0.007353,184600.0,264081,32429094.769135203,-0.01938651381518109,-3747.0,-0.0002556093231136,572,0.18499000000000004,0.13809999999999997,920,0.8099999999999999,Bajo
XXXXX,0.009181000000000002,1655000.0,2317792,216574443.59638903,0.0000531189430684,560.0,-0.0000007133937714,36,0.6,0.31858000000000003,941,0.65,Bajo
XXXX,-0.001873,672000.0,648019,38400996.254615866,0.001496050144138581,427.0,-0.0000144355476473,192,2.6666700000000003,0.63576,1099,0.26,Bajo
XXXXX,-0.002313,1745000.0,1686727,75585427.12113287,0.000605674926065,1336.0,0.0000001319520174,19,0.31148000000000003,0.22892,949,0.73,Bajo
XXXX,0.012444000000000002,128500.0,214836,20814242.00374049,-0.0018109556222704187,-1134.0,-0.0000151260504202,0,0.0,0.0,1044,0.8400000000000001,Bajo
XXXX,0.009493999999999999,1300000.0,1705600,128167695.70458159,-0.002889702583170189,11808.0,0.0000003213844252,0,0.0,0.0,1268,0.32999999999999996,Alto 
XXXXX,0.009489000000000001,2000000.0,2654121,206798272.88688204,-0.0012862244808395297,-1467.0,-0.0000002905177606,56,3.11111,0.58333,937,0.29,Bajo
XXXXX,0.024949000000000006,95000.0,413788,38332487.01857749,0.005364234351347902,7345.0,-0.0000057894736842,7,7.0,0.875,905,0.13,Alto 
XXXXX,0.005304,2229740.0,2684066,256985653.4131019,0.002676578802736339,7154.0,-0.0000000124251532,19,0.7037000000000001,0.31666999999999995,937,0.55,Bajo
XXXXX,0.008857,750000.0,1239459,165782735.84953907,0.0008495990894545,2519.0,-0.0000014720689622,36,0.5625,0.33333,955,0.61,Bajo
XXXX,0.007292999999999999,470000.0,575337,43332162.75675639,0.0009820982624179,974.0,-0.0000477992277992,114,0.17538,0.12881,1029,0.79,Bajo
XXXXX,-0.0060989999999999985,175000.0,160000,7378647.873726219,-0.0073662467508064265,-532.0,0.0,1,,0.1,948,0.2,Alto 
XXXXX,0.010117999999999999,535000.0,1135436,178038425.5222856,0.0030872372894541664,8518.0,-0.000003088208318,74,1.6444400000000001,0.52857,930,0.39,Bajo
XXX,0.007515000000000001,211250.0,282155,28305311.41733259,-0.0000831142320893,-193.0,-0.0000737975880823,91,0.40265000000000006,0.22580999999999998,1321,0.65,Bajo
XXXXX,0.010676,89000.0,179418,25408757.828812737,-0.0008855429785715,26.0,-0.000028475177305,44,0.67692,0.34375,953,0.55,Bajo
XXXXX,0.012681000000000001,285000.0,535543,59271649.941321634,0.000008142173562,1399.0,-0.0000047435619996,25,0.71429,0.35211,926,0.5900000000000001,Bajo
XXXXX,0.020289,150000.0,501861,52028298.31583026,-0.0020411016685438657,2940.0,-0.0000031049250535,1,0.125,0.08333,929,0.75,Medio
XXXXX,0.0,230000.0,230000,0.0,-0.035142433838145144,-8083.0,,10,1.6666699999999999,0.45454999999999995,906,0.27,Bajo
XXXXX,0.0,15000.0,15000,0.0,0.7816004962779156,11724.0,,31,7.75,0.47691999999999996,883,0.52,Alto 
XXXXX,0.0037219999999999996,157913.0,167477,7708609.373150652,-0.0031550756946270345,-798.0,-0.000019,0,0.0,0.0,957,0.9199999999999999,Bajo
XXXX,0.0,2500000.0,2500000,0.0,,,,2,,1.0,1162,0.0,Alto 
XXXXX,0.011795,186340.0,462058,70125294.5377112,-0.0009020735507453,-1342.0,-0.0000087775867996,11,0.44000000000000006,0.275,865,0.7,Bajo
XXXXX,0.00663,380000.0,697918,143850106.96052143,0.004203075814036035,7850.0,-0.0000183426493873,119,0.31151999999999996,0.21326,866,0.73,Bajo
XXXXX,0.013099,150000.0,380551,52801965.50864707,-0.0023205198317730017,5713.0,-0.0000033458429561,8,0.8,0.36363999999999996,890,0.5,Bajo
XXXXX,0.00422,100000.0,117307,12302803.516230533,0.0035495950194064244,-3935.0,-0.0000092857142857,7,3.5,0.53846,904,0.31,Alto 
XXXXX,0.012716,390000.0,552115,38247979.55130559,-0.001980260984703188,341.0,-0.0000026315789474,23,3.2857100000000004,0.58974,953,0.22999999999999998,Bajo
XXXXX,-0.017847000000000002,10000000.0,8658099,225568864.48204616,-0.18117641267084972,-2287186.0,0.0000003713323038,11,11.0,0.9166700000000001,930,0.08,Alto 
XXXXX,0.010969999999999999,600000.0,1058987,125525237.88656716,0.001535735753569285,1118.0,-0.0000071381180929,264,0.7975800000000002,0.36975,901,0.5,Medio
XXXXX,0.005353,1734278.0,2034809,168441580.23821887,0.0002472366707108,-2691.0,-0.000001919989824,89,0.7606800000000001,0.29966,923,0.51,Bajo
XXXXX,-0.021224,2500000.0,1710909,111538741.74066564,-0.012258394125815465,30605.0,0.0000023654390935,6,2.0,0.54545,930,0.27,Alto 
XXXXX,0.015899000000000003,339150.0,1472311,213817576.59772298,-0.0011019078154009027,1411.0,-0.0000009678056608,8,0.21621999999999994,0.15685999999999997,929,0.82,Bajo
XXXXX,-0.0034519999999999993,1997000.0,1913250,72793645.13971858,0.014956419822098976,82928.0,0.0000006306597671,5,1.6666699999999999,0.45454999999999995,734,0.27,Alto 
XXXXX,0.019937,60000.0,190000,19561867.668161612,-0.00884511796837616,4123.0,-0.000005593220339,2,1.0,0.28571,907,0.43,Alto 
XXXXX,0.006323,175500.0,286749,52780256.89617048,-0.002674100829671917,267.0,-0.0000018378378378,7,1.0,0.41176,825,0.41,Bajo
XXXX,-0.011907000000000001,1508950.0,1265461,61347467.38517544,-0.014130476536159597,-9151.0,-0.0000001158301158,0,0.0,0.0,967,0.64,Medio
XXXXX,-0.006621,1200000.0,1015377,83658952.75189778,-0.005003841156508923,-2532.0,-0.0000000847457627,21,1.0,0.41176,736,0.5700000000000001,Medio
XXXXX,0.010569000000000002,128000.0,295988,47684400.77316626,-0.0004672442529156,-557.0,-0.0000202216142271,17,0.19100999999999999,0.13178,901,0.74,Bajo
XXXXX,0.009256,3480750.0,4031083,178377766.67770997,-0.021605493032056562,-102235.0,-0.0000015410171224,23,23.0,0.9583299999999999,789,0.04,Alto 
XXXXX,0.002372,5250000.0,5416666,210752619.59621444,0.09099667774086379,113746.0,-0.0000003684210526,3,,0.5,654,0.5,Alto 
XXXXX,0.004168999999999999,15000.0,25291,7406044.466951616,-0.013697677340926627,-172.0,-0.0001075,29,2.9,0.65909,880,0.3,Bajo
XXXXX,0.009347999999999999,2500000.0,3317142,262231076.57878518,-0.013881321787616903,122869.0,-0.0000002477117151,3,,1.0,671,0.0,Alto 
XXXXX,0.0040869999999999995,1600000.0,1807805,152532773.20744053,0.003857797424862887,-623.0,-0.0000017057930333,155,4.189190000000001,0.64854,514,0.25,Medio
XXXXX,0.009625,6000.0,17171,3481922.70277858,-0.03161214541176428,-309.0,-0.00111,20,0.3125,0.09662000000000001,694,0.44000000000000006,Bajo
XXXXXX,0.009322,1981750.0,2775271,255374353.4111406,0.0023305603724095877,-357.0,-0.0000002537796976,25,0.64103,0.2907,327,0.5,Bajo
XXXXX,0.011437000000000001,153045.0,291077,36208129.06186432,0.41015529462385075,236796.0,-0.0000072301541976,28,9.33333,0.7368399999999999,362,0.16,Alto 
XXXXXX,-0.004678,852000.0,796165,35803927.515984386,0.007421832133042562,3785.0,-0.0000052936670072,45,1.8,0.625,297,0.36,Bajo
XXXXX,0.0055899999999999995,3940000.0,4595761,351946345.81293255,-0.0008967628600959,-22421.0,0.0000002344601357,54,1.28571,0.5,535,0.45,Bajo
XXXX,0.005175,120786.0,138051,10007819.690783946,-0.0020993683410692396,-125.0,-0.0003853564547206,71,0.18783,0.14639000000000002,962,0.82,Bajo
XXXXX,0.000227,1220000.0,1228500,112141383.97576517,0.008104537622056289,48388.0,0.0,1,0.5,0.33333,676,0.67,Alto 
XXXX,-0.020125,350000.0,320000,4472135.954999579,,,0.00003,0,,0.0,1293,0.0,Alto 
XXXXX,-0.008660999999999999,2000000.0,1808284,66406089.68073201,-0.0010928153773607065,-2159.0,-0.0000009691980882,38,2.5333300000000003,0.59375,392,0.3,Bajo
XXXXX,0.010544000000000001,2332500.0,2650000,90339855.39995186,-0.28660835214446956,-954396.0,-0.0000007322504585,13,3.25,0.65,677,0.25,Alto 
XXXXX,0.007984,400000.0,512056,42107446.34182484,-0.003989226233754499,-2166.0,-0.000011273773444,56,0.5957399999999999,0.31818,627,0.6,Bajo
XXXXX,0.009873999999999997,1000000.0,1150904,45847237.37999344,0.0009036389093388,425.0,-0.0000004011461318,34,8.5,0.80952,435,0.1,Medio
XXXXX,-0.002572,1547000.0,1466020,94453277.52751598,-0.0012799575559160124,-2652.0,0.0000004264596405,10,0.7692300000000001,0.3846200000000001,939,0.62,Bajo
XXXXX,0.009781999999999999,1000000.0,1265625,81459985.06424284,0.059082614406711975,53172.0,-0.00000009782941,12,12.0,0.75,713,0.13,Alto 
XXXX,0.002184,483950.0,523833,54788457.88993094,-0.0037483371667344422,2583.0,-0.0000033866891323,37,4.625,0.74,977,0.22000000000000003,Bajo
XXXXX,0.008352000000000002,192500.0,312376,43058339.12629093,0.0002473962085151,-325.0,-0.0000285183599186,7,0.22580999999999998,0.13207999999999998,923,0.77,Bajo
XXXXX,0.009772,406250.0,593594,57517141.531422086,-0.002893079343536099,-2382.0,-0.0000017257408483,94,3.6153800000000005,0.74603,892,0.22999999999999998,Bajo
XXXXX,-0.015938,1850000.0,1659833,35794200.53118475,0.4726148536918542,638503.0,0.0000014516129032,8,,0.5333300000000001,517,0.2,Alto 
XXXX,-0.024054000000000002,2500000.0,2414285,10690449.676496975,-0.004522373273697426,1297.0,0.000005,0,0.0,0.0,1233,0.43,Alto 
XXXXX,-0.008937000000000002,1364974.5,1156993,69812628.80134927,0.0011722937518287293,72.0,-0.0000015861513688,61,0.85915,0.4206899999999999,652,0.51,Bajo
XXXXX,0.011269999999999999,1044000.0,1753340,188816002.239891,0.001283825206854532,14777.0,-0.000002090719004,155,1.56566,0.5535699999999999,421,0.36,Bajo
XXXXX,-0.002585,1890000.0,1794107,111288521.37855077,-0.0020677865991997313,-1269.0,-0.0000004437954532,9,0.39130000000000004,0.21951,899,0.6599999999999999,Bajo
XXXXX,0.007191,109400.0,140112,12812052.233104357,-0.21622526530838243,-28442.0,-0.0006598197115385,76,0.10951,0.08656,951,0.85,Bajo
XXXXX,0.0074470000000000005,200000.0,258394,23524123.583646033,-0.0006848372091226,36.0,-0.0000500549450549,25,0.24509999999999996,0.17241,757,0.77,Bajo
XXXXX,0.00864,500000.0,722200,77151118.66402918,0.007739319198806734,17186.0,-0.0000002310654685,3,1.0,0.42857,796,0.5700000000000001,Alto 
XXXXX,0.000561,150000.0,150425,2274009.012993458,-0.006253935655906561,-870.0,-0.0008944520547945,38,0.25676,0.19095,575,0.8,Bajo
XXXXX,-0.003685,1785000.0,1682987,83060475.85850602,-0.0013676094064372334,-5548.0,0.0000057785888078,59,1.2040799999999998,0.4538500000000001,585,0.38,Bajo
XXXXX,0.000524,3450000.0,3498900,280027771.1950003,0.004697534502048135,-460.0,0.0000001613010954,19,3.8,0.7307699999999999,868,0.19,Alto 
XXXXX,0.005442000000000001,45817.5,53688,4338404.437170541,-0.0078102397128255435,-134.0,-0.0003028571428571,32,0.6808500000000001,0.37209000000000003,491,0.62,Bajo
XXXXX,-0.003996,1890000.0,1807857,61669723.2189732,-0.7004368673415023,-1682325.0,-0.0000000877192982,7,,1.0,459,0.0,Alto 
XXXXX,0.011263,250000.0,345000,25304259.632630147,-0.218729556405587,-31716.0,-0.000003275862069,12,2.0,0.63158,510,0.32,Alto 
XXXXX,-0.009543,250000.0,236190,4341384.462083384,-0.0000540269010177,-918.0,0.000095,14,3.5,0.7,397,0.2,Alto 
XXXXXX,0.007621,5000000.0,5803091,316146080.22412896,-0.016667371437758666,-132947.0,0.0000005772453244,24,6.0,0.8,327,0.16999999999999998,Medio
XXXXX,0.004091,2850000.0,3163110,229628199.1361295,-0.002057113170190523,2720.0,-0.0000012577499123,172,2.4571400000000003,0.57912,712,0.27,Bajo
XXXXX,0.003299,146000.0,160422,13116646.47348876,-0.0008294265926846,-91.0,-0.0000299016393443,10,0.26315999999999995,0.17241,958,0.79,Medio
XXXXX,0.011486,499960.0,730471,60205750.38961771,-0.0001468239997091,-581.0,-0.0000023809941264,17,0.37778000000000006,0.22973000000000005,615,0.7,Bajo
XXXXX,0.0,1252500.0,1252500,176423141.90604362,0.0,69308.0,0.0,0,0.0,0.0,503,1.0,Alto 
XXXX,0.0,15000.0,15000,0.0,0.0,0.0,,1,,0.5,977,0.5,Alto 
XXXXX,-0.006377999999999999,193000.0,173234,9297642.361902747,-0.004150675894764487,-57.0,-0.000025,16,2.28571,0.5,869,0.5,Bajo
XXXXX,0.01732,300000.0,366666,11547005.383792516,0.0,98985.0,-0.000005,1,,0.33333,854,0.67,Alto 
XXXXX,0.0,500000.0,500000,0.0,,,,0,,0.0,920,0.0,Alto 
XXXXX,0.007299,950000.0,1105173,63778087.0555204,0.012625754261594577,68541.0,-0.0000005929872809,11,2.2,0.5238100000000001,379,0.29,Alto 
XXXXX,0.004423000000000001,2167392.0,2450955,192313456.85896018,0.002054686462338639,10379.0,-0.0000003839055295,56,1.0,0.37838000000000005,710,0.48,Bajo
XXXXX,0.0012410000000000001,200000.0,205207,12584476.997457635,0.003743097486802723,1308.0,-0.000045,34,0.85,0.40964,444,0.52,Bajo
XXXXX,0.007375000000000001,210000.0,280893,28836483.630935244,0.0007125432819838,-600.0,-0.000014882629108,25,0.3125,0.2193,376,0.71,Bajo
XXXXX,-0.009233,2000000.0,1756625,79075304.82605384,-0.01447106761257608,69298.0,0.00000078125,8,1.1428600000000002,0.5333300000000001,802,0.47000000000000003,Alto 
XXXXX,0.006757000000000001,2237250.0,2728452,218092458.71860155,0.008354279634419903,6675.0,-0.0000003999516143,22,2.44444,0.62857,622,0.31,Bajo
XXXXX,-0.007625,2320900.0,1917382,158765427.6426134,0.003647658268915892,14117.0,-0.000000222112537,22,1.0,0.44898000000000005,620,0.51,Bajo
XXXX,0.010722,265000.0,491467,63366874.83739476,0.0005943009280787,-433.0,-0.0000103461918892,38,0.46341,0.25,968,0.63,Bajo
XXXX,-0.000435,2517251.0,2498301,130557682.28279136,0.0014715033112830003,6823.0,0.0000002075888165,81,1.6199999999999999,0.5664300000000001,1002,0.36,Bajo
XXXX,0.009496000000000001,280000.0,387997,34120340.791131765,0.0001681744790142,431.0,-0.0000093147312269,3,0.07143,0.05556,1294,0.8099999999999999,Bajo
XXXXX,0.004587,770000.0,812768,27971684.731953293,0.002837453960096161,2151.0,-0.0000010559367368,44,1.91304,0.51163,953,0.33999999999999997,Bajo
XXXXX,0.01061,150000.0,265935,32779399.232319087,-0.0002966033134297,1016.0,-0.0000178571428571,30,0.54545,0.29412,944,0.58,Bajo
XXXXX,0.006383999999999999,50000.0,72777,10703520.891609648,0.3453036017951439,75263.0,-0.000032,13,13.0,0.76471,903,0.12,Alto 
XXXXX,0.011552999999999999,331000.0,526081,50656497.82453598,-0.0008516163591113,1177.0,-0.0000084617755857,40,0.6451600000000001,0.31496,848,0.5599999999999999,Bajo
XXXXX,0.008625,2625000.0,3228432,209893033.2792897,0.0034133831582033253,11888.0,-0.0000001736579549,61,1.2449000000000001,0.52586,559,0.45999999999999996,Bajo
XXXXX,0.00179,2345000.0,2466451,203539230.25027895,0.0008391382089724,-8041.0,-0.0000001102965816,60,1.875,0.6122400000000001,412,0.33999999999999997,Bajo
XXXX,0.011705000000000002,595000.0,1131336,137463205.24429685,0.0001401675993231,950.0,-0.0000025549227183,85,0.59859,0.2921,1113,0.51,Bajo
XXXXX,0.012183,592750.0,1574344,241703635.1456901,-0.0000989740694354,7051.0,-0.0000006248941046,39,0.78,0.37864,398,0.5,Medio
XXXXX,0.0061329999999999996,479000.0,583284,51011974.158658266,0.0016431188240206328,836.0,-0.0000319259259259,220,0.7483,0.35599000000000003,888,0.52,Bajo
XXXXX,0.005725,545000.0,655653,57980423.884671226,-0.005470719684780228,-4772.0,0.0000016666666667,11,1.8333300000000001,0.45833,924,0.38,Bajo
XXXXX,0.004676999999999999,1361180.0,1681769,205620563.48193976,-0.008293109171533395,91404.0,-0.0000004794379004,8,2.6666700000000003,0.5,932,0.5,Alto 
XXXXX,0.002932,940000.0,988200,49313015.06240979,-0.0001006708182288,-289.0,0.0000000229920294,10,0.4761899999999999,0.2439,931,0.54,Bajo
XXXXX,0.0,500000.0,500000,,,,,0,0.0,0.0,901,1.0,Alto 
XXXXX,0.0014440000000000004,1200000.0,1232608,67723627.85484083,0.0007516582685194,-733.0,-0.0000000477971737,8,0.23529000000000005,0.13559000000000002,768,0.63,Bajo
XXXX,-0.008321000000000002,400000.0,350000,18027756.377319947,0.0,6095.0,0.0,0,,0.0,1287,0.0,Alto 
XXXXX,0.010529,82800.0,115387,9284569.778703252,0.08502753136551183,12861.0,-0.000079,12,0.8,0.29268,803,0.5599999999999999,Medio
XXXXX,0.009131,450000.0,728889,91632687.70587388,-0.0005886817235322,3425.0,-0.0000049276281102,84,0.6942100000000001,0.33333,580,0.5,Bajo
XXXXX,0.0037760000000000003,350000.0,380205,23997030.021483436,0.34709737135613533,122993.0,-0.0015082697510075637,6478,3.8195800000000006,0.26726,468,0.48,Bajo
XXXXX,0.009944,2875000.0,3219440,103912977.68097264,-0.9191275167785236,-3101493.0,0.0000000285255839,18,18.0,0.9,425,0.05,Alto 
XXXXX,0.011035999999999997,121900.0,380500,70297354.32432717,-0.26316221333894385,-3999.0,-0.0000005978898007,0,0.0,0.0,943,1.0,Bajo
XXXXX,-0.0030540000000000003,1084208.5,1012592,70358774.3070294,-0.0002618372723007,2717.0,-0.0000004391100703,0,0.0,0.0,926,1.0,Bajo
XXXXX,-0.016253,2000000.0,1549857,83089002.19472061,0.04362288890956223,117461.0,0.0000014285714286,18,9.0,0.85714,937,0.13999999999999999,Alto 
XXXXX,0.005044999999999999,1150000.0,1301800,90261795.43021351,-0.005508651102598257,50815.0,0.0000000725221595,6,2.0,0.42857,669,0.5,Alto 
XXXXX,0.004756000000000001,3000000.0,3510609,322078480.24825317,0.021878756615437287,55783.0,-0.0000000575010898,29,14.5,0.8055600000000002,621,0.13999999999999999,Alto 
XXXXX,0.009604999999999999,668350.0,858967,59535282.56780363,-0.0013800725375638417,-737.0,-0.0000050950460829,93,1.30986,0.51667,410,0.43,Bajo
XXXXX,-0.00148,7224750.0,7016307,422499943.7318576,-0.0008292250200252,-8801.0,0.0000000601766053,7,0.27999999999999997,0.17949,928,0.67,Bajo
XXXXX,0.002682,1000000.0,1059300,66337061.97073466,0.011222659579312818,17661.0,-0.0000007770818836,12,3.0,0.6,757,0.3,Alto 
XXXXX,0.0061660000000000005,56500.5,100504,21408168.29098986,-0.0002210060956672,-180.0,-0.0000483498759305,11,0.61111,0.28946999999999995,816,0.58,Bajo
XXXXX,0.010266,1710000.0,2406344,203494979.89318842,-0.10198192449965271,568678.0,-0.0000002054331666,8,1.6,0.5,622,0.38,Alto 
XXXXX,0.01129,420000.0,679881,69056638.94598275,0.003363391257954956,4400.0,-0.0000026028708134,24,0.9230799999999999,0.45282999999999995,657,0.53,Medio
XXXXX,0.01643,195000.0,2335515,390852029.43460613,0.006874017785568238,80237.0,-0.0000005599177416,16,2.28571,0.69565,532,0.3,Bajo
XXXXXX,0.003999,1000000.0,1080737,60569391.20490152,-0.0006176923416937,-1107.0,0.000000088365243,29,1.03571,0.46031999999999995,323,0.48,Bajo
XXXX,0.008559999999999998,230000.0,341486,39073227.06542996,-0.0026556535856815276,380.0,-0.0000164755320591,29,0.5272699999999999,0.28713,966,0.5700000000000001,Bajo
XXXXX,0.006934,1361052.0,2866124,651133357.7968636,0.0005344411202636,5942.0,-0.0000004787388669,158,0.13079000000000002,0.09906000000000001,951,0.8400000000000001,Bajo
XXXXXX,0.000289,700000.0,704545,47146676.439878546,0.010173381855701966,4763.0,-0.0000008665105386,32,2.13333,0.6530600000000002,244,0.31,Medio
XXXXX,0.011655,154000.0,242812,22861145.00795532,-0.000991035036927,-463.0,-0.0000734005763689,48,0.38095,0.18897999999999998,934,0.5700000000000001,Bajo
XXXXX,0.015681999999999998,1000000.0,2517991,290401674.29291093,0.0024848991002703047,12439.0,-0.000003993434092,250,0.7082200000000001,0.342,915,0.52,Bajo
XXXXX,0.016029000000000005,5000.0,565187,104844064.26927564,0.005833836544579068,-509.0,-0.0000021428571429,0,0.0,0.0,405,0.67,Alto 
XXXXX,0.013860999999999998,825000.0,1838343,219319907.685669,-0.00834703155334671,19408.0,-0.0000013912037541,53,0.3231699999999999,0.20623,943,0.72,Bajo
XXXXX,0.008875,250000.0,435615,62742202.29753355,0.0001875043535311,194.0,-0.0000197756512186,39,0.18841000000000002,0.14338,959,0.82,Bajo
